,SITE,DISTRICT,SCHOOL_NUMBER,SCHOOL_NAME,COMPLETERS,GRADE,PCT_FEMALE_(W),PCT_MALE_(W),PCT_FEMALE_(B),PCT_MALE_(B),PCT_FEMALE_(H),PCT_MALE_(H),PCT_FEMALE_(A),PCT_MALE_(A),PCT_FEMALE_(PI),PCT_MALE_(PI),PCT_FEMALE_(NA),PCT_MALE_(NA),PCT_FEMALE_(2+),PCT_MALE_(2+),PCT_FEMALE_(TOT),PCT_MALE_(TOT)
344,ESCAMBIA_951,ESCAMBIA,951,WASHINGTON SENIOR HIGH SCHOOL,371,12.0,0.2857142857142857,0.23180592991913745,0.18059299191374664,0.15633423180592992,0.0431266846361186,0.01078167115902965,0.0215633423180593,0.013477088948787063,0.0,0.0026954177897574125,0.0026954177897574125,0.0026954177897574125,0.03234501347708895,0.016172506738544475,0.5660377358490566,0.4339622641509434
345,ESCAMBIA_1231,ESCAMBIA,1231,NORTHVIEW HIGH SCHOOL,98,12.0,0.32653061224489793,0.3673469387755102,0.11224489795918367,0.07142857142857142,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.05102040816326531,0.0,0.02040816326530612,0.04081632653061224,0.5204081632653061,0.47959183673469385
346,ESCAMBIA_1251,ESCAMBIA,1251,WEST FLORIDA HIGH SCHOOL/TECHNICAL,260,12.0,0.25769230769230766,0.27692307692307694,0.18846153846153846,0.11923076923076924,0.026923076923076925,0.011538461538461539,0.023076923076923078,0.026923076923076925,0.0,0.0038461538461538464,0.0038461538461538464,0.007692307692307693,0.03076923076923077,0.023076923076923078,0.5307692307692308,0.46923076923076923
348,ESCAMBIA_2081,ESCAMBIA,2081,ESCAMBIA CHARTER SCHOOL,11,12.0,0.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.45454545454545453,0.5454545454545454
349,ESCAMBIA_2141,ESCAMBIA,2141,NEWPOINT PENSACOLA,17,12.0,0.29411764705882354,0.4117647058823529,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.47058823529411764,0.5294117647058824
350,ESCAMBIA_7004,ESCAMBIA,7004,ESCAMBIA VIRTUAL ACADEMY FRANCHISE,55,12.0,0.5272727272727272,0.2545454545454545,0.09090909090909091,0.01818181818181818,0.03636363636363636,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.7272727272727273,0.2727272727272727
351,FLAGLER_90,FLAGLER,90,MATANZAS HIGH SCHOOL,334,12.0,0.3203592814371258,0.3562874251497006,0.04790419161676647,0.05688622754491018,0.0748502994011976,0.0658682634730539,0.008982035928143712,0.005988023952095809,0.0,0.0,0.0029940119760479044,0.0,0.02694610778443114,0.03293413173652695,0.4820359281437126,0.5179640718562875
352,FLAGLER_91,FLAGLER,91,FLAGLER-PALM COAST HIGH SCHOOL,479,12.0,0.3569937369519833,0.2985386221294363,0.081419624217119,0.07515657620041753,0.06263048016701461,0.05219206680584551,0.012526096033402923,0.012526096033402923,0.0,0.0,0.006263048016701462,0.0,0.018789144050104383,0.022964509394572025,0.5386221294363257,0.4613778705636743
353,FRANKLIN_91,FRANKLIN,91,FRANKLIN COUNTY SCHOOLS PK-12,43,12.0,0.3953488372093023,0.37209302325581395,0.13953488372093023,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.5813953488372093,0.4186046511627907
354,GADSDEN_51,GADSDEN,51,WEST GADSDEN HIGH SCHOOL,39,12.0,0.02564102564102564,0.02564102564102564,0.3076923076923077,0.2564102564102564,0.1794871794871795,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128205128205128,0.48717948717948717
355,GADSDEN_71,GADSDEN,71,EAST GADSDEN HIGH SCHOOL,155,12.0,0.0064516129032258064,0.0064516129032258064,0.4838709677419355,0.38064516129032255,0.05161290322580645,0.05806451612903226,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0,0.0064516129032258064,0.0,0.5548387096774193,0.44516129032258067
356,GADSDEN_231,GADSDEN,231,CARTER PARRAMORE ACADEMY,11,12.0,0.0,0.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5454545454545454
359,GILCHRIST_21,GILCHRIST,21,TRENTON HIGH SCHOOL,59,12.0,0.3898305084745763,0.5423728813559322,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.423728813559322,0.576271186440678
361,GILCHRIST_31,GILCHRIST,31,BELL HIGH SCHOOL,92,12.0,0.532608695652174,0.41304347826086957,0.0,0.010869565217391304,0.010869565217391304,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.5543478260869565,0.44565217391304346
362,GLADES_21,GLADES,21,MOORE HAVEN JUNIOR/SENIOR HIGH SCHOOL,47,12.0,0.2553191489361702,0.1702127659574468,0.10638297872340426,0.10638297872340426,0.1276595744680851,0.1702127659574468,0.0,0.0,0.0,0.0,0.0425531914893617,0.02127659574468085,0.0,0.0,0.5319148936170213,0.46808510638297873
363,GULF_61,GULF,61,PORT ST. JOE HIGH SCHOOL,71,12.0,0.30985915492957744,0.4647887323943662,0.09859154929577464,0.07042253521126761,0.0,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.43661971830985913,0.5633802816901409
364,GULF_81,GULF,81,WEWAHITCHKA HIGH SCHOOL,50,12.0,0.38,0.48,0.02,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.42,0.58
366,HAMILTON_32,HAMILTON,32,HAMILTON COUNTY HIGH SCHOOL,72,12.0,0.25,0.2638888888888889,0.1527777777777778,0.19444444444444445,0.05555555555555555,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.4722222222222222,0.5277777777777778
367,HARDEE_21,HARDEE,21,HARDEE SENIOR HIGH SCHOOL,230,12.0,0.23043478260869565,0.15217391304347827,0.0391304347826087,0.02608695652173913,0.27391304347826084,0.24347826086956523,0.013043478260869565,0.008695652173913044,0.0,0.0,0.0,0.0,0.004347826086956522,0.008695652173913044,0.5608695652173913,0.4391304347826087
368,HENDRY_181,HENDRY,181,LABELLE HIGH SCHOOL,230,12.0,0.1956521739130435,0.19130434782608696,0.021739130434782608,0.004347826086956522,0.3,0.2782608695652174,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.5173913043478261,0.4826086956521739
369,HENDRY_201,HENDRY,201,CLEWISTON HIGH SCHOOL,178,12.0,0.12359550561797752,0.12359550561797752,0.07865168539325842,0.11235955056179775,0.3202247191011236,0.23595505617977527,0.0,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0,0.0,0.5224719101123596,0.47752808988764045
372,HERNANDO_51,HERNANDO,51,HERNANDO HIGH SCHOOL,235,12.0,0.41702127659574467,0.3829787234042553,0.04680851063829787,0.05531914893617021,0.03829787234042553,0.03829787234042553,0.00425531914893617,0.0,0.0,0.0,0.00425531914893617,0.00425531914893617,0.00851063829787234,0.0,0.5191489361702127,0.4808510638297872
373,HERNANDO_181,HERNANDO,181,FRANK W. SPRINGSTEAD HIGH SCHOOL,350,12.0,0.36857142857142855,0.3342857142857143,0.022857142857142857,0.005714285714285714,0.08571428571428572,0.09714285714285714,0.025714285714285714,0.017142857142857144,0.0,0.0,0.008571428571428572,0.002857142857142857,0.014285714285714285,0.017142857142857144,0.5257142857142857,0.4742857142857143
376,HERNANDO_251,HERNANDO,251,CENTRAL HIGH SCHOOL,226,12.0,0.3141592920353982,0.3893805309734513,0.048672566371681415,0.022123893805309734,0.061946902654867256,0.10619469026548672,0.004424778761061947,0.017699115044247787,0.0,0.0,0.0,0.0,0.008849557522123894,0.02654867256637168,0.43805309734513276,0.5619469026548672
377,HERNANDO_351,HERNANDO,351,NATURE COAST TECHNICAL HIGH,259,12.0,0.3204633204633205,0.3436293436293436,0.07722007722007722,0.04633204633204633,0.09266409266409266,0.08494208494208494,0.011583011583011582,0.007722007722007722,0.0,0.0,0.0,0.0,0.003861003861003861,0.011583011583011582,0.5057915057915058,0.4942084942084942
378,HERNANDO_391,HERNANDO,391,WEEKI WACHEE HIGH SCHOOL,283,12.0,0.3745583038869258,0.4416961130742049,0.007067137809187279,0.024734982332155476,0.06007067137809187,0.06713780918727916,0.0035335689045936395,0.007067137809187279,0.0035335689045936395,0.0,0.0,0.0,0.0035335689045936395,0.007067137809187279,0.45229681978798586,0.5477031802120141
381,HIGHLANDS_221,HIGHLANDS,221,SEBRING HIGH SCHOOL,293,12.0,0.31399317406143346,0.2832764505119454,0.051194539249146756,0.04436860068259386,0.11262798634812286,0.12627986348122866,0.010238907849829351,0.023890784982935155,0.0,0.0,0.0034129692832764505,0.0,0.023890784982935155,0.006825938566552901,0.515358361774744,0.48464163822525597
382,HIGHLANDS_231,HIGHLANDS,231,AVON PARK HIGH SCHOOL,150,12.0,0.19333333333333333,0.16,0.14,0.08666666666666667,0.2,0.18666666666666668,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0,0.013333333333333334,0.006666666666666667,0.5533333333333333,0.44666666666666666
383,HIGHLANDS_251,HIGHLANDS,251,LAKE PLACID HIGH SCHOOL,137,12.0,0.2846715328467153,0.3284671532846715,0.043795620437956206,0.043795620437956206,0.17518248175182483,0.10948905109489052,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0072992700729927005,0.5109489051094891,0.48905109489051096
384,HILLSBOROUGH_43,HILLSBOROUGH,43,SPOTO HIGH SCHOOL,284,12.0,0.09154929577464789,0.07746478873239436,0.1619718309859155,0.1795774647887324,0.2007042253521127,0.18661971830985916,0.01056338028169014,0.02464788732394366,0.0,0.0035211267605633804,0.0,0.0,0.03873239436619718,0.02464788732394366,0.5035211267605634,0.4964788732394366
386,HILLSBOROUGH_73,HILLSBOROUGH,73,LENNARD HIGH SCHOOL,361,12.0,0.10803324099722991,0.08033240997229917,0.1329639889196676,0.08033240997229917,0.2520775623268698,0.2659279778393352,0.013850415512465374,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.0221606648199446,0.027700831024930747,0.5346260387811634,0.46537396121883656
387,HILLSBOROUGH_89,HILLSBOROUGH,89,STEINBRENNER HIGH SCHOOL,545,12.0,0.3779816513761468,0.30825688073394497,0.027522935779816515,0.03486238532110092,0.09724770642201835,0.09541284403669725,0.009174311926605505,0.014678899082568808,0.0,0.0,0.0,0.0,0.01834862385321101,0.01651376146788991,0.5302752293577981,0.46972477064220186
388,HILLSBOROUGH_93,HILLSBOROUGH,93,STRAWBERRY CREST HIGH SCHOOL,17,11.0,0.23529411764705882,0.17647058823529413,0.0,0.0,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.47058823529411764
389,HILLSBOROUGH_93,HILLSBOROUGH,93,STRAWBERRY CREST HIGH SCHOOL,428,12.0,0.3060747663551402,0.2546728971962617,0.0397196261682243,0.04205607476635514,0.1191588785046729,0.15186915887850466,0.03271028037383177,0.028037383177570093,0.002336448598130841,0.0,0.002336448598130841,0.0,0.007009345794392523,0.014018691588785047,0.5093457943925234,0.49065420560747663
390,HILLSBOROUGH_131,HILLSBOROUGH,131,ARMWOOD HIGH SCHOOL,269,12.0,0.17100371747211895,0.19330855018587362,0.15985130111524162,0.1821561338289963,0.08921933085501858,0.1524163568773234,0.0037174721189591076,0.01486988847583643,0.0037174721189591076,0.0037174721189591076,0.0,0.0,0.007434944237918215,0.01858736059479554,0.4349442379182156,0.5650557620817844
391,HILLSBOROUGH_151,HILLSBOROUGH,151,ALONSO HIGH SCHOOL,498,12.0,0.19477911646586346,0.142570281124498,0.04618473895582329,0.04417670682730924,0.24899598393574296,0.23493975903614459,0.02208835341365462,0.0321285140562249,0.0,0.0,0.0,0.0,0.020080321285140562,0.014056224899598393,0.5321285140562249,0.4678714859437751
392,HILLSBOROUGH_281,HILLSBOROUGH,281,BLAKE HIGH SCHOOL,293,12.0,0.2593856655290102,0.10580204778156997,0.18430034129692832,0.12627986348122866,0.15017064846416384,0.10238907849829351,0.010238907849829351,0.0,0.0034129692832764505,0.0034129692832764505,0.0,0.0,0.04436860068259386,0.010238907849829351,0.6518771331058021,0.34812286689419797
393,HILLSBOROUGH_291,HILLSBOROUGH,291,BRANDON HIGH SCHOOL,399,12.0,0.23057644110275688,0.20050125313283207,0.08771929824561403,0.09273182957393483,0.16040100250626566,0.15037593984962405,0.017543859649122806,0.002506265664160401,0.002506265664160401,0.0,0.002506265664160401,0.0,0.022556390977443608,0.03007518796992481,0.5238095238095238,0.47619047619047616
396,HILLSBOROUGH_371,HILLSBOROUGH,371,SIMMONS CAREER CENTER,47,12.0,0.3617021276595745,0.19148936170212766,0.06382978723404255,0.02127659574468085,0.1702127659574468,0.1702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.5957446808510638,0.40425531914893614
397,HILLSBOROUGH_761,HILLSBOROUGH,761,CHAMBERLAIN HIGH SCHOOL,323,12.0,0.17956656346749225,0.17337461300309598,0.08978328173374613,0.09907120743034056,0.17647058823529413,0.19195046439628483,0.02786377708978328,0.021671826625386997,0.0,0.0,0.0,0.0,0.015479876160990712,0.02476780185758514,0.4891640866873065,0.5108359133126935
398,HILLSBOROUGH_1291,HILLSBOROUGH,1291,DURANT HIGH SCHOOL,453,12.0,0.3090507726269316,0.282560706401766,0.046357615894039736,0.06181015452538632,0.11920529801324503,0.13245033112582782,0.008830022075055188,0.004415011037527594,0.002207505518763797,0.0,0.002207505518763797,0.0,0.019867549668874173,0.011037527593818985,0.5077262693156733,0.4922737306843267
399,HILLSBOROUGH_1322,HILLSBOROUGH,1322,EAST BAY HIGH SCHOOL,444,12.0,0.21396396396396397,0.23873873873873874,0.11711711711711711,0.08783783783783784,0.14414414414414414,0.13063063063063063,0.013513513513513514,0.009009009009009009,0.0022522522522522522,0.0,0.0045045045045045045,0.0,0.02702702702702703,0.01126126126126126,0.5225225225225225,0.4774774774774775
401,HILLSBOROUGH_1541,HILLSBOROUGH,1541,FREEDOM HIGH SCHOOL,391,12.0,0.2608695652173913,0.21994884910485935,0.09462915601023018,0.0639386189258312,0.17391304347826086,0.09718670076726342,0.023017902813299233,0.03324808184143223,0.0,0.0,0.0,0.0025575447570332483,0.017902813299232736,0.01278772378516624,0.5703324808184144,0.4296675191815857
402,HILLSBOROUGH_1551,HILLSBOROUGH,1551,GAITHER HIGH SCHOOL,401,12.0,0.22194513715710723,0.20448877805486285,0.04488778054862843,0.059850374064837904,0.18703241895261846,0.19950124688279303,0.017456359102244388,0.02743142144638404,0.0,0.0024937655860349127,0.0,0.0024937655860349127,0.0199501246882793,0.012468827930174564,0.4912718204488778,0.5087281795511222
403,HILLSBOROUGH_1881,HILLSBOROUGH,1881,HILLSBOROUGH HIGH SCHOOL,340,12.0,0.12941176470588237,0.12058823529411765,0.17941176470588235,0.12058823529411765,0.18823529411764706,0.13823529411764707,0.04411764705882353,0.03529411764705882,0.0,0.0029411764705882353,0.0029411764705882353,0.0,0.014705882352941176,0.023529411764705882,0.5588235294117647,0.4411764705882353
404,HILLSBOROUGH_2241,HILLSBOROUGH,2241,KING HIGH SCHOOL,343,12.0,0.13411078717201166,0.12536443148688048,0.1661807580174927,0.1749271137026239,0.05830903790087463,0.09620991253644315,0.10787172011661808,0.09037900874635568,0.0,0.0,0.0029154518950437317,0.0,0.02040816326530612,0.023323615160349854,0.4897959183673469,0.5102040816326531
405,HILLSBOROUGH_2421,HILLSBOROUGH,2421,LETO HIGH SCHOOL,360,12.0,0.07777777777777778,0.058333333333333334,0.03888888888888889,0.030555555555555555,0.3888888888888889,0.3388888888888889,0.022222222222222223,0.019444444444444445,0.0,0.0,0.0,0.0,0.008333333333333333,0.016666666666666666,0.5361111111111111,0.4638888888888889
407,HILLSBOROUGH_3004,HILLSBOROUGH,3004,MIDDLETON HIGH SCHOOL,210,12.0,0.047619047619047616,0.17142857142857143,0.2904761904761905,0.26666666666666666,0.0761904761904762,0.09523809523809523,0.014285714285714285,0.009523809523809525,0.0,0.0,0.0,0.004761904761904762,0.009523809523809525,0.014285714285714285,0.4380952380952381,0.5619047619047619
408,HILLSBOROUGH_3171,HILLSBOROUGH,3171,NEWSOME HIGH SCHOOL,605,12.0,0.31900826446280994,0.39173553719008264,0.03140495867768595,0.04462809917355372,0.06776859504132231,0.05454545454545454,0.011570247933884297,0.026446280991735537,0.001652892561983471,0.0,0.003305785123966942,0.0,0.021487603305785124,0.026446280991735537,0.456198347107438,0.543801652892562
410,HILLSBOROUGH_3371,HILLSBOROUGH,3371,RIVERVIEW HIGH SCHOOL,492,12.0,0.24390243902439024,0.23373983739837398,0.09349593495934959,0.10365853658536585,0.13617886178861788,0.12804878048780488,0.006097560975609756,0.008130081300813009,0.0020325203252032522,0.0,0.0040650406504065045,0.0020325203252032522,0.03048780487804878,0.008130081300813009,0.516260162601626,0.483739837398374
411,HILLSBOROUGH_3411,HILLSBOROUGH,3411,PLANT HIGH SCHOOL,562,12.0,0.3896797153024911,0.3398576512455516,0.028469750889679714,0.026690391459074734,0.08362989323843416,0.07295373665480427,0.01601423487544484,0.008896797153024912,0.0,0.0,0.0035587188612099642,0.0,0.019572953736654804,0.010676156583629894,0.5409252669039146,0.45907473309608543
412,HILLSBOROUGH_3431,HILLSBOROUGH,3431,PLANT CITY HIGH SCHOOL,405,12.0,0.2617283950617284,0.21481481481481482,0.05925925925925926,0.07160493827160494,0.19753086419753085,0.13333333333333333,0.019753086419753086,0.009876543209876543,0.0,0.0024691358024691358,0.0049382716049382715,0.0,0.012345679012345678,0.012345679012345678,0.5555555555555556,0.4444444444444444
413,HILLSBOROUGH_3731,HILLSBOROUGH,3731,ROBINSON HIGH SCHOOL,326,12.0,0.2392638036809816,0.21779141104294478,0.06134969325153374,0.0705521472392638,0.0736196319018405,0.12576687116564417,0.08282208588957055,0.03680981595092025,0.0,0.0,0.0,0.0,0.05828220858895705,0.03374233128834356,0.5153374233128835,0.48466257668711654
414,HILLSBOROUGH_3784,HILLSBOROUGH,3784,JEFFERSON HIGH SCHOOL,310,12.0,0.054838709677419356,0.04516129032258064,0.18064516129032257,0.13225806451612904,0.2870967741935484,0.267741935483871,0.0064516129032258064,0.0032258064516129032,0.0,0.0032258064516129032,0.0,0.0,0.0032258064516129032,0.016129032258064516,0.532258064516129,0.46774193548387094
416,HILLSBOROUGH_4141,HILLSBOROUGH,4141,BLOOMINGDALE HIGH SCHOOL,522,12.0,0.2835249042145594,0.32567049808429116,0.05172413793103448,0.038314176245210725,0.11494252873563218,0.11494252873563218,0.009578544061302681,0.007662835249042145,0.0,0.0,0.0019157088122605363,0.005747126436781609,0.02681992337164751,0.019157088122605363,0.4885057471264368,0.5114942528735632
417,HILLSBOROUGH_4151,HILLSBOROUGH,4151,SICKLES HIGH SCHOOL,445,12.0,0.24269662921348314,0.2202247191011236,0.02247191011235955,0.03146067415730337,0.18876404494382024,0.21123595505617979,0.015730337078651686,0.011235955056179775,0.0,0.0,0.0,0.0,0.024719101123595506,0.03146067415730337,0.4943820224719101,0.5056179775280899
420,HILLSBOROUGH_4221,HILLSBOROUGH,4221,TAMPA BAY TECH HIGH SCHOOL,442,12.0,0.07013574660633484,0.06787330316742081,0.3257918552036199,0.17647058823529413,0.14479638009049775,0.11312217194570136,0.038461538461538464,0.024886877828054297,0.0022624434389140274,0.0,0.0022624434389140274,0.0,0.006787330316742082,0.027149321266968326,0.5904977375565611,0.4095022624434389
423,HILLSBOROUGH_4339,HILLSBOROUGH,4339,CATAPULT ACADEMY,15,12.0,0.2,0.06666666666666667,0.2,0.06666666666666667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.8,0.2
425,HILLSBOROUGH_4731,HILLSBOROUGH,4731,WHARTON HIGH SCHOOL,482,12.0,0.18049792531120332,0.2012448132780083,0.13692946058091288,0.12033195020746888,0.12240663900414937,0.12863070539419086,0.01867219917012448,0.035269709543568464,0.004149377593360996,0.002074688796680498,0.0,0.0,0.03112033195020747,0.01867219917012448,0.49377593360995853,0.5062240663900415
427,HILLSBOROUGH_6609,HILLSBOROUGH,6609,PEPIN ACADEMIES,26,12.0,0.07692307692307693,0.5769230769230769,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.7692307692307693
430,HILLSBOROUGH_6634,HILLSBOROUGH,6634,BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL,72,12.0,0.16666666666666666,0.1527777777777778,0.25,0.125,0.1111111111111111,0.125,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.041666666666666664,0.5555555555555556,0.4444444444444444
431,HILLSBOROUGH_6646,HILLSBOROUGH,6646,SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,10,11.0,0.2,0.0,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.4
432,HILLSBOROUGH_6646,HILLSBOROUGH,6646,SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,39,12.0,0.07692307692307693,0.10256410256410256,0.1794871794871795,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.48717948717948717,0.5128205128205128
433,HILLSBOROUGH_6656,HILLSBOROUGH,6656,PIVOT CHARTER SCHOOL,39,12.0,0.358974358974359,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.05128205128205128,0.5897435897435898,0.41025641025641024
435,HILLSBOROUGH_6659,HILLSBOROUGH,6659,WEST UNIVERSITY CHARTER HIGH,66,12.0,0.06060606060606061,0.07575757575757576,0.22727272727272727,0.25757575757575757,0.2727272727272727,0.06060606060606061,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.015151515151515152,0.5909090909090909,0.4090909090909091
437,HILLSBOROUGH_7023,HILLSBOROUGH,7023,HILLSBOROUGH VIRTUAL SCHOOL,54,12.0,0.46296296296296297,0.2777777777777778,0.037037037037037035,0.0,0.16666666666666666,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.6851851851851852,0.3148148148148148
439,HILLSBOROUGH_7677,HILLSBOROUGH,7677,TOWN & COUNTRY HIGH SCHOOL,13,12.0,0.0,0.38461538461538464,0.0,0.0,0.15384615384615385,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.8461538461538461
440,HOLMES_31,HOLMES,31,POPLAR SPRINGS HIGH SCHOOL,24,12.0,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.2916666666666667
